supplier,region,weather,shipment_mode,product_category,distance_km,supplier_reliability,lead_time_days,order_volume,inventory_level,route_risk,traffic_index,disrupted
Supplier_C,North,Rain,Road,Automotive,562.0,0.838,12.8,367.0,677.0,0.493,0.681,1
Supplier_E,West,Clear,Road,Food,588.0,0.801,5.9,137.0,491.0,0.226,0.348,0
Supplier_E,Central,Clear,Road,Textile,330.0,0.713,6.3,440.0,597.0,0.504,0.591,0
Supplier_C,West,Rain,Road,Food,794.0,0.627,7.7,174.0,693.0,0.231,0.721,0
Supplier_D,East,Clear,Rail,Food,604.0,0.62,5.7,613.0,522.0,0.304,0.184,0
Supplier_B,South,Rain,Air,Electronics,538.0,0.943,7.1,403.0,807.0,0.357,0.617,0
Supplier_E,Central,Clear,Road,Textile,220.0,0.817,7.2,317.0,275.0,0.381,0.58,0
Supplier_D,South,Clear,Sea,Food,566.0,0.852,,629.0,423.0,0.165,0.914,0
Supplier_E,East,Clear,Road,Automotive,58.0,0.817,5.7,234.0,397.0,0.491,0.623,0
Supplier_B,West,Clear,Rail,Automotive,399.0,0.829,8.2,285.0,642.0,0.296,0.41,0
Supplier_D,Central,Clear,Sea,Electronics,404.0,0.71,8.8,91.0,184.0,0.459,0.435,0
Supplier_C,Central,Clear,Sea,Automotive,625.0,0.749,9.9,656.0,819.0,0.347,0.945,1
Supplier_A,North,Heatwave,Rail,Food,1039.0,0.955,7.0,757.0,624.0,0.467,0.422,0
Supplier_A,Central,Flood,Air,Pharma,699.0,0.992,7.1,119.0,885.0,0.268,0.629,1
Supplier_C,North,Clear,Road,Pharma,927.0,0.597,8.3,273.0,491.0,0.192,0.448,0
Supplier_B,East,Rain,Road,Automotive,718.0,0.749,4.2,433.0,379.0,0.435,0.738,0
Supplier_A,Central,Rain,Road,Electronics,843.0,0.906,4.1,327.0,645.0,0.251,0.749,0
Supplier_C,West,Flood,Road,Automotive,1033.0,1.0,5.6,414.0,727.0,0.642,0.495,1
Supplier_D,Central,Clear,Road,Textile,360.0,1.0,2.2,399.0,343.0,0.364,0.411,0
Supplier_B,South,Clear,Road,Electronics,343.0,0.661,7.2,493.0,61.0,0.075,0.405,0
Supplier_E,South,Clear,Sea,Electronics,724.0,0.971,9.1,247.0,98.0,0.233,0.12,0
Supplier_D,South,Clear,Sea,Electronics,549.0,0.789,3.9,455.0,558.0,0.15,0.522,0
Supplier_C,South,Clear,Sea,Automotive,607.0,0.937,7.3,219.0,839.0,0.565,0.518,0
Supplier_E,West,Flood,Air,Textile,485.0,0.898,4.1,346.0,214.0,0.505,0.32,1
Supplier_C,East,Heatwave,Road,Textile,395.0,0.59,3.0,107.0,440.0,0.338,0.096,0
Supplier_A,West,Clear,Road,Electronics,971.0,,12.2,347.0,423.0,0.408,0.545,0
Supplier_A,East,Clear,Air,Food,264.0,0.931,3.0,317.0,923.0,0.332,0.573,0
Supplier_E,South,Clear,Rail,Electronics,728.0,0.777,2.2,590.0,997.0,0.522,0.587,0
Supplier_E,North,Rain,Road,Pharma,686.0,,6.6,409.0,593.0,0.454,,0
Supplier_D,East,Rain,Rail,Pharma,139.0,0.544,6.8,442.0,698.0,0.49,0.587,0
Supplier_A,Central,Clear,Rail,Automotive,334.0,0.883,8.0,416.0,691.0,0.312,0.461,0
Supplier_B,Central,Flood,Road,Textile,378.0,0.811,12.0,37.0,218.0,0.224,0.69,1
Supplier_A,South,Heatwave,Road,Textile,697.0,0.642,3.7,61.0,654.0,0.483,0.286,0
Supplier_A,East,Rain,Road,Electronics,455.0,0.731,4.3,363.0,276.0,0.66,0.753,0
Supplier_B,West,Rain,Rail,Pharma,528.0,0.803,10.8,470.0,462.0,0.571,0.832,0
Supplier_C,West,Rain,Sea,Pharma,171.0,0.696,8.8,378.0,751.0,0.666,0.526,1
Supplier_A,North,Clear,Rail,Pharma,1155.0,0.78,8.4,264.0,518.0,0.382,0.589,0
Supplier_E,East,Clear,Air,Pharma,569.0,0.518,4.2,377.0,743.0,0.156,0.672,0
Supplier_C,North,Rain,Sea,Automotive,680.0,0.982,9.4,361.0,786.0,0.174,0.274,0
Supplier_B,North,Clear,Road,Automotive,409.0,0.782,8.4,560.0,113.0,0.626,0.393,0
Supplier_C,West,Flood,Air,Textile,380.0,0.615,6.6,550.0,21.0,0.01,0.541,1
Supplier_D,North,Clear,Rail,Automotive,1047.0,0.411,4.2,320.0,756.0,0.651,0.946,1
Supplier_B,South,Clear,Rail,Pharma,52.0,0.934,6.3,411.0,765.0,0.192,0.237,0
Supplier_A,East,Clear,Road,Electronics,622.0,0.864,10.9,470.0,556.0,0.735,0.86,0
Supplier_A,West,Heatwave,Sea,Pharma,235.0,0.812,2.7,496.0,586.0,0.336,0.457,0
Supplier_E,East,Clear,Sea,Automotive,445.0,0.91,3.6,717.0,696.0,0.495,0.492,0
Supplier_A,North,Clear,Road,Textile,384.0,0.909,4.1,415.0,692.0,0.827,0.768,0
Supplier_D,West,Clear,Road,Pharma,294.0,0.809,4.8,630.0,433.0,0.284,0.945,0
Supplier_B,Central,Rain,Road,Electronics,559.0,0.742,6.0,211.0,710.0,0.281,0.593,0
Supplier_D,Central,Heatwave,Air,Electronics,50.0,0.717,8.9,305.0,424.0,0.211,0.756,0
Supplier_A,West,Clear,Rail,Electronics,468.0,0.843,7.4,36.0,554.0,0.15,0.298,0
Supplier_E,East,Heatwave,Road,Automotive,527.0,0.99,6.2,447.0,544.0,0.284,0.384,0
Supplier_D,Central,Clear,Sea,Food,197.0,0.765,6.8,537.0,311.0,0.239,0.202,0
Supplier_C,East,Rain,Road,Automotive,943.0,1.0,7.9,20.0,337.0,0.1,0.387,0
Supplier_B,North,Clear,Rail,Electronics,395.0,0.836,1.0,454.0,992.0,0.308,0.624,0
Supplier_E,Central,Rain,Road,Food,488.0,0.837,9.2,529.0,304.0,0.44,0.547,0
Supplier_B,South,Rain,Rail,Electronics,396.0,1.0,3.5,519.0,581.0,0.171,0.88,0
Supplier_C,Central,Rain,Rail,Pharma,529.0,1.0,4.7,205.0,628.0,0.318,0.952,0
Supplier_B,South,Clear,Road,Automotive,890.0,1.0,7.0,559.0,488.0,0.631,,0
Supplier_B,Central,Flood,Road,Pharma,1193.0,0.66,5.8,422.0,648.0,0.066,0.35,1
Supplier_C,East,Heatwave,Sea,Automotive,744.0,1.0,7.5,526.0,572.0,0.736,0.755,1
Supplier_A,East,Clear,Rail,Pharma,833.0,0.768,6.4,397.0,309.0,0.215,0.778,0
Supplier_A,South,Rain,Sea,Food,996.0,0.746,5.1,489.0,618.0,0.39,0.597,1
Supplier_B,Central,Storm,Rail,Food,615.0,0.456,10.6,620.0,380.0,0.606,0.655,1
Supplier_A,North,Clear,Air,Pharma,958.0,0.829,8.1,383.0,883.0,0.667,0.621,0
Supplier_C,East,Flood,Road,Electronics,756.0,0.617,6.9,471.0,594.0,0.444,0.282,1
Supplier_E,South,Clear,Air,Food,587.0,0.841,8.1,645.0,346.0,0.211,0.232,0
Supplier_A,East,Storm,Road,Textile,641.0,0.606,3.9,396.0,575.0,0.193,0.489,1
Supplier_A,South,Clear,Road,Automotive,76.0,1.0,12.5,217.0,297.0,0.235,0.456,0
Supplier_A,West,Clear,Road,Automotive,626.0,0.863,2.7,542.0,557.0,0.728,0.561,0
Supplier_C,South,Rain,Road,Textile,149.0,1.0,6.3,678.0,450.0,0.273,0.471,0
Supplier_B,North,Rain,Sea,Electronics,127.0,0.627,5.1,652.0,318.0,0.415,0.125,0
Supplier_C,North,Flood,Sea,Automotive,600.0,1.0,5.0,549.0,315.0,0.141,0.035,1
Supplier_A,West,Heatwave,Air,Pharma,260.0,0.51,4.6,20.0,1036.0,0.119,0.662,0
Supplier_B,South,Clear,Road,Automotive,548.0,0.811,3.7,306.0,520.0,0.355,,0
Supplier_C,South,Clear,Sea,Textile,586.0,0.685,9.6,315.0,405.0,0.285,0.449,0
Supplier_C,West,Clear,Air,Textile,598.0,0.713,2.4,428.0,367.0,0.3,0.377,0
Supplier_C,South,Clear,Road,Food,315.0,0.703,9.0,724.0,604.0,0.054,0.299,0
Supplier_D,South,Rain,Rail,Textile,784.0,0.643,7.9,226.0,360.0,0.335,0.293,1
Supplier_C,South,Flood,Air,Automotive,527.0,0.591,4.9,824.0,259.0,0.66,0.724,1
Supplier_E,South,Storm,Road,Electronics,665.0,0.714,7.6,351.0,493.0,0.179,0.447,1
Supplier_C,West,Clear,Rail,Pharma,239.0,0.797,5.5,282.0,491.0,0.529,0.64,0
Supplier_B,East,Clear,Air,Textile,504.0,0.955,2.7,572.0,408.0,0.01,0.669,0
Supplier_B,Central,Rain,Road,Textile,835.0,0.824,2.7,586.0,304.0,0.19,0.57,0
Supplier_B,West,Clear,Road,Textile,802.0,0.955,8.0,537.0,414.0,0.01,0.676,0
Supplier_C,North,Clear,Rail,Pharma,343.0,0.558,7.8,281.0,397.0,0.597,0.503,0
Supplier_B,South,Clear,Air,Pharma,408.0,,6.7,510.0,366.0,0.526,0.8,0
Supplier_E,South,Clear,Sea,Textile,293.0,0.887,4.8,234.0,561.0,0.143,0.681,0
Supplier_C,East,Clear,Sea,Electronics,379.0,0.831,5.4,276.0,990.0,0.408,0.71,0
Supplier_E,South,Storm,Rail,Textile,186.0,0.651,5.0,403.0,793.0,0.59,0.294,1
Supplier_D,Central,Clear,Rail,Automotive,514.0,0.92,1.0,272.0,927.0,0.621,0.558,0
Supplier_B,South,Rain,Rail,Automotive,715.0,0.7,6.2,609.0,375.0,0.269,0.096,0
Supplier_B,East,Rain,Rail,Food,346.0,0.663,7.6,316.0,868.0,0.01,0.808,0
Supplier_D,North,Flood,Road,Textile,526.0,0.853,6.2,380.0,550.0,0.17,0.363,1
Supplier_B,Central,Clear,Air,Automotive,493.0,0.781,11.3,262.0,717.0,0.503,0.393,0
Supplier_B,Central,Clear,Air,Electronics,824.0,0.702,3.0,607.0,601.0,0.77,0.199,0
Supplier_E,West,Clear,Rail,Food,391.0,0.696,4.0,300.0,424.0,0.339,0.492,0
Supplier_C,South,Clear,Sea,Textile,400.0,0.62,6.4,626.0,658.0,0.229,0.441,0
Supplier_A,North,Clear,Air,Electronics,330.0,0.721,6.7,612.0,607.0,0.83,0.901,0
Supplier_C,West,Storm,Road,Automotive,254.0,0.945,1.0,340.0,111.0,0.431,0.689,1
Supplier_C,East,Clear,Road,Pharma,688.0,0.817,7.8,425.0,473.0,0.104,0.387,0
Supplier_E,Central,Clear,Road,Food,515.0,0.924,6.7,335.0,692.0,0.326,0.133,0
Supplier_D,West,Clear,Road,Textile,564.0,0.857,1.0,518.0,561.0,0.55,0.01,0
Supplier_A,East,Storm,Rail,Food,881.0,0.688,5.6,385.0,603.0,0.336,0.274,1
Supplier_A,Central,Flood,Road,Electronics,896.0,0.533,3.6,345.0,335.0,0.509,0.207,1
Supplier_D,Central,Storm,Road,Electronics,122.0,0.641,4.6,428.0,556.0,0.029,0.577,1
Supplier_A,East,Rain,Road,Automotive,718.0,0.679,2.0,135.0,479.0,0.063,0.468,0
Supplier_B,North,Storm,Air,Textile,609.0,0.668,7.2,406.0,455.0,0.203,0.504,1
Supplier_A,North,Rain,Air,Pharma,430.0,0.927,11.3,537.0,351.0,0.294,0.291,0
Supplier_A,East,Clear,Road,Textile,635.0,0.926,6.8,445.0,701.0,0.417,0.533,0
Supplier_E,East,Rain,Road,Food,101.0,1.0,1.0,591.0,576.0,0.477,0.188,0
Supplier_A,North,Storm,Road,Electronics,930.0,0.665,,352.0,554.0,0.843,0.481,1
Supplier_A,North,Clear,Road,Food,684.0,1.0,5.4,337.0,951.0,0.202,0.683,0
Supplier_E,West,Rain,Road,Textile,325.0,1.0,2.7,219.0,604.0,0.287,0.42,0
Supplier_A,West,Rain,Road,Pharma,398.0,0.745,7.1,347.0,764.0,0.208,0.598,0
Supplier_E,North,Rain,Road,Textile,107.0,0.851,8.6,774.0,560.0,0.566,0.065,0
Supplier_A,East,Clear,Sea,Automotive,468.0,0.966,4.0,470.0,422.0,0.577,0.047,0
Supplier_A,North,Rain,Rail,Pharma,424.0,0.771,1.1,315.0,267.0,0.26,0.572,0
Supplier_A,West,Flood,Sea,Automotive,205.0,0.76,1.0,239.0,553.0,0.763,0.73,1
Supplier_D,Central,Clear,Road,Food,752.0,0.686,4.0,132.0,20.0,0.208,0.448,0
Supplier_D,Central,Clear,Road,Electronics,882.0,0.426,5.5,271.0,560.0,0.556,0.972,1
Supplier_C,East,Clear,Sea,Textile,543.0,0.791,4.5,557.0,569.0,0.641,0.182,0
Supplier_B,West,Clear,Road,Pharma,471.0,0.674,4.0,343.0,452.0,0.078,0.35,0
Supplier_A,Central,Heatwave,Rail,Food,663.0,0.619,7.7,248.0,480.0,0.466,0.531,1
Supplier_C,West,Rain,Sea,Automotive,545.0,,7.4,267.0,225.0,0.01,0.602,0
Supplier_B,East,Clear,Rail,Electronics,269.0,0.562,6.6,537.0,805.0,0.515,0.372,0
Supplier_C,West,Clear,Road,Automotive,380.0,0.901,8.4,405.0,426.0,0.13,0.267,0
Supplier_D,East,Heatwave,Rail,Pharma,473.0,0.853,4.0,307.0,286.0,0.463,0.636,0
Supplier_E,Central,Clear,Road,Food,615.0,0.72,2.7,364.0,620.0,0.501,0.529,0
Supplier_C,East,Storm,Road,Food,552.0,0.771,4.4,817.0,524.0,0.574,0.424,1
Supplier_A,Central,Clear,Road,Automotive,605.0,0.601,4.2,640.0,421.0,0.528,0.61,0
Supplier_B,North,Clear,Sea,Electronics,154.0,0.893,1.0,684.0,398.0,0.361,0.47,0
Supplier_E,North,Rain,Air,Electronics,723.0,0.808,4.4,105.0,499.0,0.274,0.469,0
Supplier_C,North,Clear,Road,Food,551.0,0.819,9.3,393.0,796.0,0.335,0.461,0
Supplier_D,East,Rain,Road,Electronics,1214.0,0.855,8.4,304.0,603.0,0.127,0.319,0
Supplier_C,West,Clear,Air,Pharma,449.0,0.684,7.6,518.0,492.0,0.308,0.297,0
Supplier_A,South,Storm,Sea,Automotive,634.0,0.552,6.4,611.0,688.0,0.292,0.384,1
Supplier_E,North,Storm,Road,Textile,1286.0,0.924,10.3,479.0,506.0,0.192,0.507,1
Supplier_D,Central,Storm,Road,Automotive,600.0,0.883,2.8,263.0,588.0,0.01,0.088,0
Supplier_E,West,Clear,Sea,Pharma,532.0,0.7,3.1,301.0,533.0,0.095,0.708,0
Supplier_E,West,Storm,Sea,Textile,293.0,0.841,9.4,532.0,630.0,0.01,0.504,1
Supplier_B,East,Heatwave,Sea,Food,947.0,0.969,6.1,550.0,402.0,0.288,0.266,0
Supplier_B,East,Clear,Road,Electronics,249.0,0.951,4.0,445.0,249.0,0.422,0.856,0
Supplier_B,North,Clear,Road,Automotive,661.0,0.695,7.7,443.0,700.0,0.01,0.509,0
Supplier_E,North,Storm,Road,Food,427.0,0.557,4.7,429.0,831.0,0.397,0.206,1
Supplier_C,Central,Clear,Road,Pharma,501.0,0.582,3.5,468.0,260.0,0.326,0.846,0
Supplier_C,South,Rain,Sea,Automotive,180.0,0.733,3.4,549.0,539.0,0.115,0.798,0
Supplier_E,West,Storm,Road,Automotive,899.0,0.999,7.0,533.0,401.0,0.264,0.3,1
Supplier_D,West,Clear,Rail,Pharma,478.0,0.671,6.6,424.0,694.0,0.56,0.429,0
Supplier_E,South,Rain,Sea,Electronics,234.0,0.691,10.6,411.0,554.0,0.155,0.399,1
Supplier_E,South,Rain,Sea,Food,876.0,0.687,5.1,404.0,1232.0,0.366,0.084,0
Supplier_A,West,Clear,Air,Electronics,419.0,0.7,5.1,280.0,434.0,0.419,0.571,0
Supplier_B,North,Flood,Sea,Automotive,637.0,0.778,10.3,277.0,838.0,0.186,0.686,1
Supplier_D,East,Clear,Road,Food,769.0,0.588,9.0,518.0,860.0,0.552,0.645,0
Supplier_E,Central,Clear,Road,Pharma,673.0,0.943,6.4,292.0,617.0,0.431,0.507,0
Supplier_A,West,Flood,Road,Food,50.0,0.758,1.3,567.0,508.0,0.3,0.707,1
Supplier_B,West,Clear,Sea,Pharma,731.0,1.0,3.6,411.0,521.0,0.823,0.25,0
Supplier_C,North,Flood,Sea,Pharma,524.0,0.604,2.8,568.0,502.0,0.553,0.9,1
Supplier_D,North,Clear,Road,Pharma,464.0,1.0,6.1,535.0,749.0,0.013,0.33,0
Supplier_A,South,Rain,Road,Automotive,522.0,0.989,4.5,572.0,308.0,0.272,0.355,0
Supplier_D,South,Clear,Road,Textile,131.0,0.718,10.8,334.0,465.0,0.843,0.373,0
Supplier_B,North,Rain,Road,Automotive,600.0,0.721,1.3,494.0,438.0,0.154,0.357,0
Supplier_B,Central,Storm,Sea,Pharma,195.0,0.642,2.5,553.0,120.0,0.363,0.458,1
Supplier_C,North,Flood,Road,Textile,476.0,0.644,,141.0,689.0,0.596,0.449,1
Supplier_C,West,Heatwave,Air,Electronics,591.0,0.78,7.6,726.0,734.0,0.48,0.529,0
Supplier_D,East,Rain,Rail,Pharma,829.0,0.783,1.0,828.0,360.0,0.509,0.32,1
Supplier_B,West,Storm,Road,Electronics,337.0,0.54,1.0,591.0,727.0,0.498,,1
Supplier_E,South,Rain,Road,Textile,927.0,1.0,5.2,565.0,152.0,0.355,0.26,0
Supplier_A,South,Heatwave,Sea,Electronics,796.0,0.741,10.1,526.0,505.0,0.192,0.661,1
Supplier_E,West,Rain,Rail,Food,438.0,0.79,11.7,362.0,472.0,0.437,0.658,0
Supplier_A,South,Flood,Road,Electronics,262.0,0.686,4.8,400.0,519.0,0.269,0.499,1
Supplier_D,West,Clear,Road,Pharma,175.0,0.74,5.5,594.0,518.0,0.254,0.357,0
Supplier_B,North,Rain,Sea,Automotive,621.0,0.726,3.5,245.0,483.0,0.646,0.568,1
Supplier_B,North,Storm,Sea,Textile,358.0,0.78,7.9,229.0,415.0,0.274,0.305,1
Supplier_A,West,Clear,Sea,Electronics,862.0,0.778,10.6,348.0,476.0,0.691,0.508,0
Supplier_D,West,Clear,Rail,Electronics,373.0,0.901,9.8,538.0,800.0,0.401,0.467,0
Supplier_A,North,Heatwave,Sea,Pharma,316.0,0.814,5.9,264.0,373.0,0.318,1.0,1
Supplier_D,Central,Clear,Road,Textile,611.0,0.886,3.5,379.0,996.0,0.01,0.23,0
Supplier_D,North,Clear,Air,Electronics,372.0,0.779,6.0,401.0,360.0,0.774,0.01,0
Supplier_E,Central,Clear,Road,Electronics,552.0,0.815,10.1,238.0,553.0,0.349,0.36,0
Supplier_D,West,Clear,Rail,Food,806.0,0.744,4.8,20.0,626.0,0.01,0.123,0
Supplier_B,Central,Rain,Sea,Pharma,580.0,0.93,1.0,235.0,436.0,0.548,0.34,0
Supplier_D,Central,Heatwave,Sea,Electronics,581.0,0.828,4.9,467.0,804.0,0.34,0.215,0
Supplier_E,South,Heatwave,Rail,Food,603.0,0.756,5.2,508.0,620.0,0.164,0.301,0
Supplier_B,West,Rain,Rail,Automotive,110.0,0.752,1.0,509.0,455.0,0.536,0.266,0
Supplier_A,South,Rain,Sea,Electronics,652.0,0.764,6.7,530.0,802.0,0.01,0.712,0
Supplier_E,East,Clear,Sea,Automotive,592.0,0.785,7.5,307.0,277.0,0.207,0.489,0
Supplier_A,South,Flood,Air,Electronics,782.0,0.772,11.6,269.0,376.0,0.29,0.737,1
Supplier_C,East,Clear,Road,Automotive,708.0,0.696,2.0,488.0,624.0,0.52,0.509,0
Supplier_B,Central,Clear,Road,Pharma,497.0,0.895,8.2,382.0,676.0,0.798,0.704,0
Supplier_A,East,Heatwave,Sea,Pharma,818.0,0.904,8.9,583.0,571.0,0.301,0.434,1
Supplier_D,North,Flood,Air,Electronics,474.0,1.0,7.6,489.0,472.0,0.442,0.851,1
Supplier_A,South,Clear,Air,Textile,614.0,0.689,3.0,651.0,445.0,0.9,0.604,0
Supplier_D,West,Rain,Air,Food,469.0,0.88,2.8,336.0,749.0,0.351,0.328,0
Supplier_D,East,Clear,Road,Automotive,670.0,0.494,6.3,612.0,553.0,0.444,0.636,0
Supplier_A,East,Clear,Road,Pharma,452.0,0.904,6.3,786.0,308.0,0.103,0.506,0
Supplier_A,East,Clear,Sea,Electronics,978.0,0.562,4.3,430.0,295.0,0.742,0.455,1
Supplier_D,South,Clear,Road,Electronics,1075.0,0.632,9.9,510.0,833.0,0.207,0.521,0
Supplier_C,East,Rain,Air,Food,777.0,0.83,,253.0,342.0,0.404,0.665,0
Supplier_A,West,Clear,Air,Pharma,951.0,0.687,1.0,581.0,560.0,0.398,0.034,0
Supplier_E,Central,Rain,Sea,Automotive,150.0,0.666,5.3,623.0,797.0,0.367,0.423,0
Supplier_B,West,Clear,Road,Automotive,180.0,0.707,7.4,331.0,619.0,0.263,0.65,0
Supplier_A,Central,Heatwave,Air,Pharma,466.0,0.889,7.0,526.0,333.0,0.398,0.555,0
Supplier_E,Central,Rain,Road,Food,561.0,0.64,7.0,470.0,277.0,0.701,0.252,1
Supplier_A,North,Flood,Road,Pharma,498.0,0.772,10.5,490.0,911.0,0.806,0.01,1
Supplier_C,South,Clear,Road,Automotive,123.0,0.723,2.7,566.0,271.0,0.315,0.874,0
Supplier_E,South,Rain,Road,Automotive,849.0,0.903,4.7,513.0,378.0,0.26,0.459,0
Supplier_C,North,Flood,Sea,Automotive,1110.0,0.907,10.6,395.0,582.0,0.188,0.833,1
Supplier_C,North,Clear,Sea,Electronics,883.0,0.505,1.0,570.0,452.0,0.887,0.675,0
Supplier_B,West,Clear,Road,Pharma,832.0,0.937,5.8,620.0,626.0,0.376,0.325,0
Supplier_A,South,Clear,Sea,Textile,609.0,0.688,9.7,320.0,177.0,0.573,0.01,0
Supplier_C,North,Clear,Rail,Pharma,331.0,0.815,9.6,420.0,454.0,0.489,0.398,0
Supplier_E,South,Clear,Air,Electronics,569.0,0.639,8.0,102.0,649.0,0.792,0.492,0
Supplier_A,South,Clear,Sea,Electronics,1097.0,0.836,8.1,525.0,650.0,0.3,0.599,0
Supplier_E,North,Clear,Rail,Electronics,458.0,1.0,2.9,640.0,374.0,0.129,0.256,0
Supplier_C,North,Rain,Road,Automotive,432.0,0.799,10.1,374.0,275.0,0.722,0.539,0
Supplier_C,West,Clear,Road,Electronics,838.0,0.711,2.4,444.0,547.0,0.531,0.539,0
Supplier_A,Central,Clear,Rail,Food,855.0,0.745,2.6,380.0,211.0,0.441,0.717,0
Supplier_D,East,Rain,Sea,Pharma,330.0,0.56,,351.0,783.0,0.657,0.433,1
Supplier_A,West,Clear,Rail,Electronics,482.0,0.997,4.5,462.0,535.0,0.453,0.597,0
Supplier_B,Central,Clear,Road,Textile,420.0,0.827,6.6,279.0,347.0,0.664,0.563,0
Supplier_D,Central,Clear,Road,Automotive,568.0,0.623,7.3,378.0,268.0,0.399,0.693,0
Supplier_A,North,Clear,Sea,Textile,837.0,0.628,11.3,257.0,361.0,0.53,0.32,0
Supplier_C,Central,Clear,Road,Textile,341.0,0.782,7.3,526.0,156.0,0.455,0.01,0
Supplier_C,North,Clear,Air,Textile,833.0,0.92,4.1,463.0,609.0,0.285,0.448,0
Supplier_A,North,Clear,Air,Automotive,576.0,0.607,8.0,342.0,323.0,0.309,0.449,0
Supplier_B,East,Heatwave,Road,Food,1155.0,0.947,3.5,427.0,588.0,0.271,0.245,0
Supplier_B,West,Heatwave,Road,Automotive,633.0,0.766,8.7,380.0,618.0,0.403,0.168,0
Supplier_D,North,Clear,Road,Food,525.0,0.64,6.2,626.0,713.0,0.259,0.374,0
Supplier_E,South,Clear,Road,Electronics,699.0,0.71,7.2,341.0,555.0,0.437,0.475,0
Supplier_E,South,Clear,Air,Pharma,462.0,1.0,1.0,534.0,748.0,0.43,0.521,0
Supplier_A,South,Flood,Sea,Food,83.0,0.572,1.0,293.0,805.0,0.391,0.01,1
Supplier_A,Central,Storm,Road,Electronics,487.0,0.67,1.5,567.0,557.0,0.395,0.114,1
Supplier_A,South,Clear,Rail,Textile,483.0,0.923,11.2,607.0,570.0,0.237,0.749,0
Supplier_C,South,Clear,Road,Textile,136.0,0.812,2.6,615.0,377.0,0.294,0.458,0
Supplier_A,North,Clear,Road,Food,531.0,0.661,8.2,685.0,283.0,0.016,0.499,0
Supplier_B,North,Flood,Air,Food,50.0,0.925,4.1,473.0,782.0,0.326,0.207,1
Supplier_E,North,Flood,Air,Textile,460.0,0.932,5.3,643.0,633.0,0.153,0.499,1
Supplier_E,East,Clear,Air,Food,613.0,0.83,5.9,712.0,651.0,0.37,0.417,0
Supplier_E,East,Rain,Road,Automotive,575.0,0.688,10.9,218.0,370.0,0.207,0.364,0
Supplier_B,East,Clear,Rail,Food,443.0,0.711,7.8,311.0,857.0,0.01,0.178,0
Supplier_D,Central,Rain,Road,Pharma,528.0,0.823,7.2,151.0,450.0,0.8,0.309,0
Supplier_D,East,Heatwave,Sea,Automotive,346.0,0.583,9.9,611.0,324.0,0.304,0.934,1
Supplier_A,North,Clear,Air,Electronics,553.0,0.979,4.1,148.0,374.0,0.639,0.423,0
Supplier_C,South,Clear,Sea,Pharma,565.0,1.0,9.2,100.0,846.0,0.245,0.674,0
Supplier_C,South,Rain,Road,Automotive,316.0,0.745,8.7,222.0,256.0,0.69,0.457,1
Supplier_B,Central,Clear,Rail,Automotive,620.0,0.833,8.7,107.0,335.0,0.12,0.431,0
Supplier_D,South,Storm,Air,Textile,618.0,0.958,5.5,469.0,1138.0,0.385,0.36,0
Supplier_D,North,Clear,Road,Automotive,507.0,1.0,4.7,225.0,707.0,0.132,0.796,0
Supplier_C,West,Flood,Rail,Electronics,1179.0,1.0,3.4,116.0,339.0,0.87,0.582,1
Supplier_D,East,Clear,Rail,Textile,513.0,0.52,3.6,412.0,262.0,0.3,0.326,0
Supplier_D,North,Clear,Sea,Food,477.0,0.733,3.2,423.0,132.0,0.516,0.413,0
Supplier_C,West,Clear,Road,Electronics,440.0,0.855,7.1,83.0,521.0,0.44,0.737,0
Supplier_B,South,Clear,Sea,Food,298.0,0.706,5.3,292.0,660.0,0.345,0.01,0
Supplier_D,Central,Clear,Road,Electronics,728.0,1.0,7.3,407.0,834.0,0.454,0.568,0
Supplier_D,Central,Rain,Rail,Food,372.0,1.0,,356.0,83.0,0.622,0.618,0
Supplier_E,South,Clear,Rail,Food,402.0,0.658,2.8,361.0,208.0,0.484,0.335,0
Supplier_A,East,Clear,Road,Electronics,410.0,0.756,2.7,632.0,474.0,0.382,0.534,0
Supplier_C,East,Clear,Sea,Textile,294.0,0.668,5.3,806.0,1113.0,0.454,0.611,1
Supplier_E,West,Clear,Sea,Food,95.0,0.751,3.7,364.0,695.0,0.733,0.229,0
Supplier_C,North,Flood,Sea,Textile,430.0,0.746,,182.0,582.0,0.267,0.685,1
Supplier_E,South,Heatwave,Sea,Food,777.0,0.923,11.1,378.0,231.0,0.01,0.565,0
Supplier_A,North,Clear,Air,Food,601.0,0.647,1.4,455.0,34.0,0.131,0.466,0
Supplier_A,West,Storm,Rail,Textile,956.0,0.387,12.1,410.0,509.0,0.146,0.523,1
Supplier_D,North,Storm,Sea,Pharma,745.0,0.539,6.9,530.0,478.0,0.174,0.656,1
Supplier_B,East,Heatwave,Road,Textile,686.0,0.626,9.0,818.0,441.0,0.181,1.0,1
Supplier_C,West,Clear,Sea,Electronics,1039.0,0.682,8.6,112.0,416.0,0.345,0.634,1
Supplier_C,Central,Clear,Rail,Textile,525.0,0.808,7.9,329.0,335.0,0.399,0.678,0
Supplier_C,South,Clear,Air,Automotive,566.0,0.618,11.0,697.0,285.0,0.397,0.543,0
Supplier_E,North,Flood,Road,Food,547.0,0.598,2.8,326.0,806.0,0.204,0.918,1
Supplier_A,West,Storm,Road,Pharma,951.0,0.641,5.5,562.0,305.0,0.549,0.177,1
Supplier_D,North,Clear,Road,Food,551.0,0.613,3.4,534.0,439.0,0.457,0.118,0
